,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Desnogorsk,100,RU,1578433806,95,54.15,33.29,28.87,6.13
281,Ahipara,0,NZ,1578433807,84,-35.17,173.16,66.0,1.01
282,Zhigansk,100,RU,1578433160,97,66.77,123.37,-5.87,8.14
283,Georgetown,40,GY,1578433809,83,6.8,-58.16,84.2,9.17
284,Makakilo City,20,US,1578433769,73,21.35,-158.09,80.6,16.11
285,Adrar,50,DZ,1578433811,27,27.87,-0.29,53.6,11.41
286,Hofn,68,IS,1578433382,63,64.25,-15.21,35.98,54.42
287,Makungu,100,TZ,1578433814,97,-8.74,35.29,58.5,1.66
288,Ipanguacu,40,BR,1578433815,74,-5.5,-36.85,86.0,13.87
289,Neulengbach,75,AT,1578433817,90,48.2,15.91,39.99,2.24
290,Longyearbyen,40,NO,1578433818,68,78.22,15.63,28.4,44.96
291,Westport,1,US,1578433819,64,41.14,-73.36,42.01,4.7
292,Batagay,97,RU,1578433820,85,67.65,134.64,-13.18,1.32
293,Balkanabat,3,TM,1578433822,66,39.51,54.36,39.2,18.72
294,Ploemeur,90,FR,1578433824,100,47.73,-3.43,54.0,16.11
295,Mayo,90,CA,1578433641,62,63.59,-135.9,-13.0,4.7
296,Lavrentiya,64,RU,1578433788,96,65.58,-170.99,-12.42,3.2
297,Kamaishi,100,JP,1578433828,98,39.28,141.86,34.81,4.16
298,Wadi Musa,100,JO,1578433829,69,30.32,35.48,41.04,13.42
299,Lashio,0,MM,1578433830,96,22.93,97.75,52.27,1.43
300,Wattegama,99,LK,1578433831,92,7.35,80.68,71.26,3.29
301,Sao Miguel do Araguaia,94,BR,1578433832,84,-13.28,-50.16,80.22,4.29
302,Byron Bay,75,AU,1578433776,65,-28.65,153.62,81.0,5.82
303,Sturgis,8,CA,1578433835,90,51.94,-102.54,-10.84,7.27
304,Canguaretama,75,BR,1578433836,78,-6.38,-35.14,82.4,12.75
305,Conceicao do Araguaia,40,BR,1578433837,72,-8.26,-49.26,82.24,1.1
306,Tecoanapa,20,MX,1578433838,70,16.99,-99.26,86.0,6.93
307,Sambava,98,MG,1578433839,97,-14.27,50.17,73.31,2.19
308,Kutum,0,SD,1578433378,28,14.2,24.66,63.46,5.28
309,Clyde River,20,CA,1578433842,67,70.47,-68.59,-27.4,3.36
310,Marsa Matruh,2,EG,1578433843,65,31.35,27.25,58.28,32.57
311,General Jose Eduvigis Diaz,0,PY,1578433844,31,-27.17,-58.42,87.8,6.93
312,Port Moresby,75,PG,1578433845,94,-9.47,147.16,78.8,5.82
313,Bayburt,100,TR,1578433846,93,40.26,40.22,20.8,4.97
314,Coahuayana,47,MX,1578433847,24,18.62,-100.35,90.86,4.05
315,Yeppoon,72,AU,1578433806,73,-23.13,150.74,77.0,8.05
316,Saint Joseph,1,US,1578433730,37,39.77,-94.85,54.0,23.04
317,Pisco,0,PE,1578433401,30,-13.71,-76.2,73.0,9.17
318,Hirara,20,JP,1578433676,100,24.8,125.28,64.4,2.24
319,Whakatane,100,NZ,1578433622,92,-37.96,176.99,52.57,4.38
320,Leshukonskoye,98,RU,1578433856,95,64.9,45.76,16.45,7.49
321,Ankazoabo,100,MG,1578433857,75,-22.29,44.51,70.21,1.88
322,Artyom,75,RU,1578433695,78,43.36,132.19,17.6,11.18
323,Damghan,0,IR,1578433859,63,36.17,54.34,35.19,1.79
324,Nagato,75,JP,1578433860,82,34.35,131.14,57.2,19.46
325,Saint-Augustin,75,CA,1578433861,62,45.63,-73.98,28.0,2.35
326,Ohara,75,JP,1578433862,93,35.12,135.83,51.8,10.29
327,Zatoka,90,PL,1578433863,74,50.04,20.52,36.0,8.05
328,Tual,100,ID,1578433864,80,-5.67,132.75,82.24,6.33
329,Panacan,75,PH,1578433865,88,7.15,125.66,75.2,2.24
330,Hambantota,100,LK,1578433867,100,6.12,81.12,75.2,4.7
331,Polunochnoye,6,RU,1578433868,88,60.87,60.43,4.59,4.65
332,Skjervoy,100,NO,1578433869,70,70.03,20.97,37.4,19.46
333,Rocha,0,UY,1578433835,23,-34.48,-54.34,77.47,9.78
334,Seoul,90,KR,1578433808,100,37.57,126.98,37.4,1.12
335,Lata,100,IN,1578433873,97,30.78,78.62,14.27,4.14
336,Gravdal,75,NO,1578433874,93,59.79,5.78,48.99,27.51
337,Santa Helena de Goias,100,BR,1578433876,88,-17.81,-50.6,78.62,2.44
338,Sahuaripa,100,MX,1578433877,23,29.05,-109.23,72.25,2.28
339,Narsaq,59,GL,1578433878,72,60.91,-46.05,10.4,9.15
340,Adeje,92,NG,1578433880,64,5.68,5.76,79.84,4.65
341,Los Llanos de Aridane,75,ES,1578433326,68,28.66,-17.92,64.4,8.05
342,Basoko,17,CD,1578433882,56,1.23,23.61,74.82,1.92
343,Olinda,90,AU,1578433883,82,-37.84,145.39,66.0,9.17
344,Alice Springs,100,AU,1578433884,50,-23.7,133.88,77.0,4.7
345,Nanortalik,100,GL,1578433616,87,60.14,-45.24,24.4,24.43
346,Canutama,100,BR,1578433886,96,-6.53,-64.38,77.23,5.19
347,Cairns,40,AU,1578433622,83,-16.92,145.77,82.0,6.93
348,Besikduzu,75,TR,1578433888,47,41.05,39.23,55.4,3.36
349,Romanovo,100,RU,1578433889,96,56.49,40.39,25.59,7.78
350,Bonthe,87,SL,1578433890,76,7.53,-12.5,77.11,6.06
351,Constitucion,5,MX,1578433893,16,23.99,-104.67,64.4,8.05
352,Barreiras,88,BR,1578433894,76,-12.14,-45.0,78.35,0.83
353,Pemagatsel,0,BT,1578433895,72,27.03,91.43,41.72,4.18
354,Katsuura,75,JP,1578433778,93,33.93,134.5,59.0,17.22
355,Marsh Harbour,55,BS,1578433827,60,26.54,-77.06,70.29,3.62
356,Jalu,0,LY,1578433453,75,29.03,21.55,49.75,10.29
357,Gobabis,67,NA,1578433899,77,-22.45,18.97,69.91,8.9
358,Gat,100,SN,1578433444,56,14.69,-16.54,68.0,16.11
359,Porto Nacional,20,BR,1578433901,55,-10.7,-48.41,89.6,1.12
360,Fereydun Kenar,0,IR,1578433902,93,36.69,52.52,39.2,2.24
361,Sao Filipe,100,CV,1578433651,75,14.9,-24.5,68.31,23.91
362,Lethem,0,GY,1578433904,38,3.38,-59.8,92.21,15.28
363,Hastings,1,NZ,1578433883,54,-39.64,176.84,56.66,3.29
364,Riverton,1,US,1578433906,59,43.02,-108.38,42.01,4.7
365,Nizwa,0,OM,1578433908,57,22.93,57.53,59.23,1.81
366,Vanavara,100,RU,1578433910,96,60.35,102.28,8.69,5.68
367,Chipinge,1,ZW,1578433911,79,-20.19,32.62,68.95,5.57
368,Suleja,32,NG,1578433912,27,9.18,7.18,83.43,2.86
369,Puerto Leguizamo,18,CO,1578433853,40,-0.19,-74.78,92.73,5.97
370,Kysyl-Syr,100,RU,1578433645,97,63.9,122.77,1.51,2.64
371,Panchagarh,61,BD,1578433916,70,26.33,88.56,57.96,3.38
372,Karasuk,100,RU,1578433917,95,53.73,78.03,13.17,5.41
373,Bitkine,0,TD,1578433918,20,11.98,18.21,75.0,8.5
374,Ekhabi,100,RU,1578433919,93,53.51,142.97,7.77,10.0
375,Ipixuna,40,BR,1578433920,83,-1.76,-48.8,78.8,4.7
376,Eydhafushi,11,MV,1578433922,78,5.1,73.07,82.54,16.13
377,Razdolinsk,60,RU,1578433923,98,58.42,94.62,1.56,2.82
378,Poum,0,MK,1578433869,38,41.28,20.71,26.38,4.41
379,Faxinal,100,BR,1578433925,95,-24.0,-51.32,73.62,2.53
380,Ilulissat,20,GL,1578433766,44,69.22,-51.1,-2.2,13.87
381,Nara,75,JP,1578433652,93,34.68,135.8,51.8,10.29
382,Sa Kaeo,72,TH,1578433928,55,13.8,102.09,71.82,1.05
383,Ronneby,75,SE,1578433929,87,56.21,15.28,42.8,8.05
384,Praxedis Guerrero,1,MX,1578433930,15,31.37,-106.02,57.2,5.86
385,Xinxiang,8,CN,1578433931,90,35.3,113.88,29.71,3.87
386,Balsas,90,BR,1578433933,86,-7.53,-46.04,78.69,4.05
387,Cortez,1,US,1578433934,41,37.35,-108.58,41.0,9.17
388,Berlevag,75,NO,1578433936,86,70.86,29.09,33.8,17.22
389,Dapaong,9,TG,1578433937,34,10.86,0.2,76.44,1.74
390,Saltabarranca,90,MX,1578433938,85,18.59,-95.53,70.47,13.71
391,Tamasane,62,BW,1578433939,44,-22.42,27.4,79.88,13.89
392,Progreso,0,UY,1578433940,24,-34.68,-56.22,82.0,8.05
393,Bystrice,0,CZ,1578433941,92,49.64,18.72,34.0,2.24
394,Sawakin,18,SD,1578433943,67,19.1,37.33,74.88,10.92
395,Necochea,0,AR,1578433830,15,-38.55,-58.74,84.99,8.99
396,Ouango,88,CD,1578433947,34,4.31,22.55,75.78,2.73
397,Vostok,92,RU,1578433834,71,46.45,135.83,5.27,2.77
398,Mnogovershinnyy,100,RU,1578433950,92,53.94,139.92,9.03,5.75
399,Dunedin,56,NZ,1578433859,70,-45.87,170.5,51.19,13.27
400,Kachug,62,RU,1578433952,99,53.96,105.89,0.88,0.67
401,Vallenar,0,CL,1578433953,47,-28.58,-70.76,72.99,11.52
402,Quelimane,20,MZ,1578433954,88,-17.88,36.89,80.6,2.24
403,Honolulu,40,US,1578433832,51,21.3,-157.86,80.6,21.92
404,Kiunga,100,PG,1578433956,99,-6.12,141.3,74.28,4.68
405,Mogadishu,100,SO,1578433833,81,2.04,45.34,81.68,24.45
406,Qaqortoq,100,GL,1578433958,72,60.72,-46.03,10.4,5.37
407,Minab,0,IR,1578433845,62,27.15,57.07,59.0,6.93
408,Beringovskiy,96,RU,1578433960,99,63.05,179.32,-5.91,7.14
409,Melfi,90,IT,1578433961,86,41.0,15.66,42.8,6.93
410,Torbay,90,CA,1578433381,92,47.66,-52.73,28.0,4.7
411,Parkes,69,AU,1578433966,65,-33.14,148.18,75.9,3.53
412,Aquidauana,100,BR,1578433967,90,-20.47,-55.78,80.96,2.73
413,Baykit,98,RU,1578433968,96,61.68,96.39,3.65,2.08
414,Gejiu,0,CN,1578433969,95,23.36,103.16,49.51,4.83
415,Sept-Iles,75,CA,1578433970,78,50.2,-66.38,14.0,3.36
416,Carballo,75,ES,1578433971,93,43.21,-8.69,55.0,3.36
417,Willmar,1,US,1578433972,66,45.12,-95.04,19.4,14.99
418,Gazanjyk,13,TM,1578433973,74,39.24,55.52,35.74,10.85
419,Moche,40,PE,1578433974,67,-8.17,-79.01,74.05,9.78
420,Susanville,1,US,1578433975,45,40.42,-120.65,48.2,5.82
421,Mount Isa,100,AU,1578433699,54,-20.73,139.49,84.2,11.41
422,Zhangjiakou,0,CN,1578433980,86,40.77,114.88,2.39,6.62
423,Jipijapa,75,EC,1578433981,83,-1.35,-80.58,80.6,5.82
424,Ulladulla,75,AU,1578433982,68,-35.36,150.48,71.6,11.41
425,Mezen,100,RU,1578433983,96,65.85,44.24,23.81,14.05
426,Mangan,66,IN,1578433984,52,27.5,88.54,35.85,5.12
427,Dondaicha,30,IN,1578433985,64,21.33,74.56,71.24,7.4
428,Dumas,0,IN,1578433986,80,21.09,72.71,73.56,11.9
429,Lower Hutt,25,NZ,1578433987,62,-41.21,174.91,68.0,11.41
430,Mugur-Aksy,99,RU,1578433989,54,50.38,90.44,0.46,4.0
431,Grindavik,75,IS,1578433992,79,63.84,-22.43,30.2,47.2
432,Biltine,0,TD,1578433993,21,14.53,20.93,71.42,9.93
433,Chuy,0,UY,1578433994,47,-33.69,-53.46,73.89,12.66
434,Kungurtug,0,RU,1578433995,74,50.6,97.53,-7.76,1.99
435,Bambanglipuro,80,ID,1578433794,93,-7.95,110.28,73.85,3.67
436,Dudinka,75,RU,1578433998,84,69.41,86.18,3.2,22.37
437,Umarga,2,IN,1578433999,75,17.84,76.62,70.52,14.94
438,Erdenet,0,MN,1578434000,78,49.03,104.04,-6.77,2.19
439,Bay Roberts,90,CA,1578434002,92,47.58,-53.28,27.0,4.7
440,Acapulco,20,MX,1578434003,70,16.86,-99.88,86.0,6.93
441,Taoudenni,0,ML,1578434004,15,22.68,-3.98,59.47,12.86
442,San Antonio,20,CL,1578433910,72,-33.58,-71.61,73.4,12.75
443,Uyuni,0,BO,1578434006,13,-20.46,-66.82,63.54,14.47
444,Carbonia,20,IT,1578434007,93,39.17,8.53,54.0,1.12
445,Surt,100,LY,1578434008,61,31.21,16.59,54.63,8.86
446,Saint-Georges,33,CA,1578434009,78,46.12,-70.67,21.99,4.5
447,Muros,90,ES,1578433430,100,42.77,-9.06,55.0,3.36
448,Tsabong,100,BW,1578434011,71,-26.02,22.4,71.19,10.13
449,Port-Gentil,20,GA,1578434012,100,-0.72,8.78,78.8,10.31
450,Cervo,100,BR,1578434016,89,-22.19,-46.24,73.18,4.54
451,Dryden,90,CA,1578434017,70,49.79,-92.84,-0.4,13.87
452,Chabahar,0,IR,1578434018,37,25.29,60.65,66.76,11.63
453,Bondo,46,CD,1578434019,36,3.81,23.69,74.88,3.11
454,West Wendover,1,US,1578434020,64,40.74,-114.07,37.4,10.29
455,Miramas,90,FR,1578434021,66,43.58,5.0,51.8,12.75
456,Motygino,98,RU,1578434022,97,58.18,94.69,5.49,4.74
457,Kirkuk,0,IQ,1578434024,51,35.47,44.4,47.73,6.35
458,Ilo,14,PE,1578434026,69,-17.65,-71.34,78.8,11.41
459,Sitka,0,US,1578434029,26,37.17,-99.65,59.0,3.42
460,Belmopan,75,BZ,1578434031,61,17.25,-88.77,80.6,6.93
461,Vung Tau,100,VN,1578434032,85,10.35,107.08,75.54,9.82
462,Luau,100,CD,1578434033,97,-10.7,22.23,66.92,2.39
463,Victoria Point,20,AU,1578434034,65,-27.58,153.3,82.0,5.82
464,Huntington,1,US,1578434035,48,40.87,-73.43,42.8,5.82
465,Vila Franca do Campo,40,PT,1578434036,93,37.72,-25.43,64.4,11.41
466,Broome,90,GB,1578433179,87,52.47,1.45,55.99,16.11
467,Thanh Hoa,20,VN,1578434038,83,10.21,106.33,78.8,3.36
468,Glenwood Springs,1,US,1578433829,63,39.55,-107.33,37.4,6.93
469,Longyan,0,CN,1578434041,94,25.1,117.03,48.7,4.25
470,Bilma,33,NE,1578434043,24,18.69,12.92,58.17,11.3
471,Cururupu,89,BR,1578434044,73,-1.82,-44.87,80.33,4.79
472,Pincher Creek,90,CA,1578434045,92,49.49,-113.95,21.0,3.27
473,Pacific Grove,1,US,1578433941,62,36.62,-121.92,61.0,6.93
474,Yumen,57,CN,1578434047,69,40.29,97.04,13.5,5.73
475,La Ronge,5,CA,1578434049,63,55.1,-105.3,-11.2,5.82
476,Moranbah,21,AU,1578434050,82,-22.0,148.04,73.76,11.25
477,Evensk,70,RU,1578434051,76,61.92,159.24,-9.36,5.61
478,Chama,100,ZM,1578434052,90,-11.22,33.16,69.19,2.1
479,Krasnyy Chikoy,38,RU,1578434055,98,50.36,108.75,-7.53,1.7
480,Leh,91,IN,1578434056,91,34.16,77.58,7.43,4.07
481,Praia da Vitoria,40,PT,1578434057,82,38.73,-27.07,66.2,21.43
482,Wamba,91,CD,1578433793,57,2.14,27.99,74.01,2.89
483,Scarborough,37,GB,1578433950,87,54.28,-0.41,57.2,18.34
484,Ola,59,RU,1578433782,91,59.58,151.3,-2.43,8.39
485,Javanrud,0,IR,1578434062,55,34.8,46.49,30.27,6.78
486,Tuatapere,100,NZ,1578433831,73,-46.13,167.69,57.0,5.99
487,Lerik,8,AZ,1578434064,100,38.78,48.42,33.8,2.98
488,Araceli,48,PH,1578434065,81,10.55,119.99,80.87,18.52
489,Praia,75,BR,1578434066,62,-20.25,-43.81,84.2,5.82
490,Shingu,78,JP,1578433854,79,33.72,135.99,65.66,32.86
491,Port Augusta,0,AU,1578434069,68,-32.49,137.76,77.0,5.82
492,Gawler,0,AU,1578434070,24,-34.6,138.75,80.6,13.87
493,Makokou,65,GA,1578434071,75,0.56,12.85,74.46,2.73
494,Chimoio,33,MZ,1578434072,83,-19.11,33.48,75.2,2.17
495,Marawi,100,PH,1578434073,92,8.0,124.29,71.01,7.0
496,Kalmunai,81,LK,1578433863,79,7.42,81.82,81.01,20.4
497,Nicoya,20,CR,1578433861,46,10.15,-85.45,89.6,23.04
498,Viedma,0,AR,1578434077,10,-40.81,-62.99,89.71,20.49
499,Alto del Espino,17,CO,1578434079,65,5.68,-73.51,62.55,5.68
500,Boa Vista,40,BR,1578434080,41,2.82,-60.67,91.4,9.17
501,Kasempa,100,ZM,1578434084,95,-13.46,25.83,63.61,2.8
502,Dartford,90,GB,1578434085,87,51.45,0.21,55.99,14.99
503,Paamiut,100,GL,1578434086,81,61.99,-49.67,13.57,9.89
504,Kodinsk,98,RU,1578434087,97,58.6,99.18,10.26,3.4
505,Miandrivazo,71,MG,1578434088,84,-19.53,45.46,77.61,4.29
506,Liwale,23,TZ,1578434089,97,-9.8,37.92,70.54,2.55
507,Lima,20,PE,1578434090,65,-12.06,-77.04,78.8,12.75
508,ChengDe,7,CN,1578434091,67,40.97,117.93,11.52,5.1
509,Vanimo,100,PG,1578433821,85,-2.67,141.3,80.56,16.89
510,Wodzislaw Slaski,75,PL,1578434093,80,50.0,18.47,34.0,6.93
511,Waseca,40,US,1578434094,73,44.08,-93.51,28.4,14.99
512,Narasaraopet,29,IN,1578434095,95,16.24,80.05,68.72,3.24
513,Tankhoy,0,RU,1578434097,77,51.55,105.12,12.94,5.1
514,Ballangen,100,NO,1578434098,48,68.34,16.83,44.6,21.92
515,Komsomolskiy,99,RU,1578433823,96,67.55,63.78,3.27,9.28
516,Ayan,0,IR,1578434100,53,38.23,44.7,15.15,7.49
517,Moose Factory,90,CA,1578434101,85,51.26,-80.61,19.4,10.29
518,Smithers,90,CA,1578434102,85,54.78,-127.17,15.8,3.36
519,Zaysan,87,KZ,1578434103,73,47.47,84.87,4.06,2.08
520,Bagotville,4,AU,1578434104,73,-28.98,153.42,78.01,4.7
521,Chibombo,100,ZM,1578434105,95,-14.68,28.09,66.0,3.51
522,Turayf,0,SA,1578434106,36,31.68,38.65,41.0,11.41
523,Ostrovnoy,100,RU,1578433852,89,68.05,39.51,34.39,25.52
524,Samarai,99,PG,1578434108,85,-10.62,150.67,78.69,2.15
525,Bumba,100,CD,1578434110,46,2.18,22.47,76.03,0.58
526,Lubana,48,CD,1578434111,90,0.23,29.1,62.13,3.85
527,Lake City,1,US,1578434113,32,38.03,-107.32,42.01,3.36
528,Okha,100,RU,1578434114,93,53.59,142.95,7.77,10.0
529,Tanout,1,NE,1578434115,18,14.97,8.88,64.58,16.69
530,Laguna,90,BZ,1578434116,94,16.17,-88.94,71.6,1.14
531,Iranshahr,0,IR,1578434117,71,27.21,60.69,50.0,6.42
532,Lodwar,62,KE,1578434118,46,3.12,35.6,85.84,13.44
533,Vila,56,IT,1578434119,81,45.18,8.4,35.01,1.12
534,Iida,100,JP,1578434120,100,35.45,137.9,48.0,7.0
535,Kulhudhuffushi,33,MV,1578434121,70,6.62,73.07,82.09,6.17
536,Bartica,75,GY,1578434122,74,6.41,-58.62,84.2,9.17
537,Shakawe,100,BW,1578434125,86,-18.36,21.84,70.45,5.21
538,Santa Cruz Cabralia,20,BR,1578434126,78,-16.28,-39.02,80.6,13.87
539,Aracaju,0,BR,1578434127,69,-10.92,-37.08,82.4,14.99
540,Padang,98,ID,1578434128,89,-0.92,100.36,69.28,5.97
541,Brigham City,1,US,1578433925,51,41.51,-112.02,46.99,4.7
542,Saint Pete Beach,1,US,1578434072,56,27.73,-82.74,72.0,8.86
543,Auki,100,NG,1578434131,21,12.18,6.51,72.07,13.53
544,Hualmay,41,PE,1578434132,65,-11.1,-77.61,74.53,8.48
545,Culleredo,75,ES,1578434133,93,43.29,-8.39,57.99,5.82
546,Kuito,100,AO,1578434134,96,-12.38,16.94,61.7,6.11
547,Ngawi,33,ID,1578434136,92,-7.4,111.45,74.41,0.58
548,Half Moon Bay,20,US,1578434114,76,37.46,-122.43,59.0,16.11
549,El Alto,75,BO,1578433982,44,-16.5,-68.19,57.2,2.24
550,Nuuk,75,GL,1578434139,77,64.17,-51.74,1.4,16.11
551,Belyy Yar,94,RU,1578434140,84,53.6,91.39,3.2,1.07
552,Atar,0,MR,1578434141,13,20.52,-13.05,54.99,11.52
553,Tilichiki,100,RU,1578434142,94,60.47,166.1,1.22,7.58
554,Abu Samrah,94,SY,1578434143,87,35.3,37.18,47.12,3.36
555,Ambon,90,FR,1578433866,100,47.55,-2.56,54.0,9.17
556,Ghelari,0,RO,1578434145,68,45.71,22.78,20.91,2.15
557,Champerico,75,MX,1578434146,54,16.38,-93.6,78.8,10.29
558,Zafra,0,ES,1578434147,93,38.43,-6.42,48.0,1.12
559,Kununurra,100,AU,1578434148,88,-15.77,128.74,78.8,4.7
